,Mora,Motivo salida_despido,Motivo salida_pensión,Motivo salida_renuncia,Linea de Credito_Libre Inversion,Linea de Credito_Vehículo,Linea de Credito_Vivienda,Estado Crediticio_Reestructurado,Estado Crediticio_Vigente,Valor crédito,Plazo crédito,Plazo residual,Saldo  Capital,edad,endeudameinto,antigüedad cuando otorgaron el crédito,tiempo trabajado,tasa,cuota total,Cuentas x Cobrar,Provisión General,cargo,Calif. Ope. Sup. Act.
12,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0069306930693069,0.1875,0.2017543859649122,0.0150390494643193,0.7140478252181445,0.0,0.6207170611091486,0.6406725093900911,0.4552469135802469,0.0302072837306749,0.0003081656574874,0.0,7.0,0.0
13,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0841584158415841,1.0,0.219298245614035,0.0248818847765229,0.8458669153400385,0.0041425656289795,0.5778876722006357,0.7597925236988017,0.2469135802469136,0.0443072624860068,0.0004762190244006,0.0276915227283204,6.0,0.0
14,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3465346534653465,1.0,0.3201754385964911,0.1059254379194966,0.753014054486112,0.0820688279607837,0.5162486753797244,0.916204614559113,0.2469135802469136,0.1997372279799171,0.0528213840924128,0.1085015625777719,6.0,0.0
15,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.085034006930693,1.0,0.3421052631578947,0.0372288170576486,0.6837407580097251,0.0075640179818033,0.4749205227834687,0.5046503308889286,0.2469135802469136,0.0467982082539332,0.0006970349092552,0.0400028794120044,7.0,0.0
16,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1039603960396039,1.0,0.4342105263157894,0.0580436616413619,0.7903816692200093,0.0260521349555824,0.454521370540445,0.5283491325344304,0.2469135802469136,0.0604546847238652,0.0284955575044983,0.0607577495409412,7.0,0.0
17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3366336633663366,1.0,0.3333333333333333,0.1406507324824007,0.9456471058416042,0.027479018672231,0.4354468385729423,0.5105526739402612,0.2469135802469136,0.2000425074615497,0.0025266328642939,0.1431268020766093,6.0,0.0
18,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4752475247524752,1.0,0.6447368421052632,0.3433420439205969,0.6529674282288683,0.0375899473740736,0.4161956905687036,0.4764800572348417,0.2469135802469136,0.3082663306797309,0.0059849514245744,0.3452340927769836,2.0,0.0
19,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0366336633663366,0.0,0.087719298245614,0.0306577888661568,0.7082528475321389,0.0352885220246405,0.4123984457788767,0.4301556072258989,0.4552469135802469,0.1464294455575928,0.000576182972274,0.0,4.0,0.0
20,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2827722772277227,1.0,0.3684210526315789,0.1238779654428454,0.4223006727502832,0.0168771192291759,0.390674673260332,0.4776426399570739,0.2469135802469136,0.1681131803298917,0.0043783395350767,0.126402362928922,4.0,0.0
21,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0297029702970296,0.0,0.1228070175438596,0.0355166290395249,0.1370811962965429,0.1168970649155376,0.3799010950194277,0.3908066535503488,0.4552469135802469,0.1291079278719025,0.0006595992924125,0.0,6.0,0.0
22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6039603960396039,1.0,0.9342105263157896,0.608010201535719,0.1370811962965429,0.0448777943139451,0.3609148710702931,0.3908066535503488,0.2469135802469136,0.4212459787425749,0.0794286131270431,0.6091396538526114,6.0,0.0
23,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5841584158415841,1.0,0.5175438596491229,0.3368194947903116,0.6192633051355495,0.0480537612961627,0.3541151536559518,0.4822035414058309,0.2469135802469136,0.3662252268260525,0.0058782056620556,0.3387303372690224,5.0,0.0
24,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1040598613861386,1.0,0.3070175438596491,0.0415480080378734,0.5757676680210485,0.0280313607560949,0.3530554574355351,0.4272938651404042,0.2469135802469136,0.0578146274664519,0.0007691934170824,0.0443096253738159,6.0,0.0
25,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0526315789473684,0.0053389514128974,0.3700792646373144,0.0390782024333737,0.3157894736842104,0.3596852083705956,0.4552469135802469,0.0395595484209623,0.0001413330172103,0.0,0.0,0.0
26,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1793647782178218,1.0,0.3596491228070175,0.0748537091985349,0.7064544061813097,0.0069042760482992,0.3059872836453549,0.298426041852978,0.2469135802469136,0.1040652990457429,0.0013333047592876,0.0775193617887391,2.0,0.0
27,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1538957287128713,1.0,0.5350877192982456,0.1747281555924228,0.4236328515286754,0.0161099774460315,0.3043094312963617,0.296637453049544,0.0,0.0777460121181859,1.0,0.177106036854598,0.0,4.0
28,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2079207920792079,1.0,0.4605263157894736,0.0359679481516805,0.816092719642976,0.0115684980898169,0.2854115153655951,0.4810409586835986,0.2469135802469136,0.1131906253075352,0.0006663811070579,0.0387456431384478,6.0,0.0
29,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0247524752475247,0.0,0.1447368421052631,0.0324298163574905,0.0203157263704788,0.0355953787378983,0.2840868950900742,0.2846539080665355,0.7623456790123457,0.1218961015075421,0.00060724368335,0.0,6.0,0.0
30,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2128712871287128,1.0,0.5350877192982456,0.1084106946745094,0.713914607340305,0.0135016953833407,0.2629812787001059,0.4294401717045252,0.2469135802469136,0.127704415744041,0.0019086739138042,0.1109796584857142,6.0,0.0
31,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1386138613861386,1.0,0.7763157894736842,0.1272234375037128,0.3700792646373144,0.0129953818064654,0.2446132108795478,0.3596852083705956,0.2469135802469136,0.0905330743620617,0.0022328446538548,0.1297381955777815,0.0,0.0
32,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4811881188118811,1.0,0.8289473684210527,0.435819989280333,0.059881436088723,0.0099575003452138,0.2379018014835746,0.2373457342157039,0.2469135802469136,0.3265887217664184,0.0075222531683959,0.4374455785756362,6.0,0.0
33,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2564356435643564,1.0,0.6666666666666666,0.1355803789574031,0.1136348497968426,0.0037743375730702,0.2341045566937477,0.3104095868359864,0.2469135802469136,0.1557512375716471,0.002374313307358,0.1380710579178725,6.0,0.0
34,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4693069306930693,1.0,1.0,0.5032340399398866,0.7534137081196298,0.0253156788437639,0.2054927587424938,0.1879806832409229,0.2469135802469136,0.3311593495733949,0.0381699517324688,0.5046653870482584,6.0,0.0
35,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0359217722772277,0.0,0.1008771929824561,0.0335983021243236,0.2624392193432358,0.008285131257959,0.1941893323913811,0.2166875335360401,0.4552469135802469,0.1453833021897621,0.0006266396732358,0.0,6.0,0.0
36,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3217821782178217,1.0,0.5350877192982456,0.2189066248169598,0.7424898421368148,0.040673857342314,0.1938361003179088,0.3192631014129852,0.2469135802469136,0.2047740053911374,0.035805539874493,0.2211572132908587,6.0,0.0
37,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0661881188118811,0.1875,0.2763157894736842,0.0724587443379565,0.7534137081196298,0.0133482670267118,0.1831508300953726,0.1879806832409229,0.4552469135802469,0.1392034099468709,0.2160045942725133,0.0,6.0,0.0
38,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0495049504950494,0.1875,0.2236842105263157,0.0479997201644238,0.0117231732498501,0.0513678137993463,0.1609855174849876,0.1590949740654623,0.4552469135802469,0.1060268737959708,0.0008912660806997,0.0,6.0,1.0
39,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5217821782178217,1.0,0.75,0.3754189183665189,0.423499633650836,0.0917501572640655,0.1504768632991875,0.1455016991593632,0.2469135802469136,0.3387243113690467,0.0094868092348783,0.3772185431335453,3.0,0.0
40,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1574257425742574,0.1875,0.2543859649122806,0.1431777301291238,0.3000732698328116,0.1700599904874419,0.1487990109501942,0.1421033804328385,0.7623456790123457,0.3311967164775137,0.0025113059631953,0.0,2.0,0.0
41,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0099009900990099,1.0,0.0614035087719298,0.0,0.4761206953973224,0.0053699924820105,0.1450017661603673,0.6142013950992667,0.2469135802469136,0.0,0.0193704902628061,0.0028813308951332,0.0,2.0
42,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0049504950495049,0.0,0.1228070175438596,0.0161791458387421,0.1364817158462664,0.0299338723782929,0.1404980572235959,0.1395993561080308,0.7623456790123457,0.0600781438072702,0.0003278329199591,0.0,6.0,0.0
43,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0247524752475247,0.0,0.0921052631578947,0.024498670297524,0.1180310397655366,0.0779262623318041,0.139438361003179,0.1345913074584153,0.7623456790123457,0.1179137712987772,0.0004701153912198,0.0,6.0,0.0
44,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0542366336633663,0.0,0.1403508771929824,0.05906105011988,0.0905881569306601,0.0326802399619497,0.1317555634051571,0.1224289035950635,0.9135802469135804,0.2213209009858708,0.0010655587170868,0.0,6.0,0.0
45,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3762376237623762,1.0,0.8157894736842105,0.3428206826844187,0.1440085259441815,0.0023627966920846,0.1205404450724125,0.1756394204972277,0.2469135802469136,0.254522897863879,0.0059890205133616,0.3447142337550427,6.0,0.0
46,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.297029702970297,1.0,0.7149122807017544,0.2120692902864971,0.0424965030307067,0.0502171011246298,0.1200105969622041,0.1642818815954212,0.2469135802469136,0.1902428047107246,0.0036872726227094,0.2143395793836189,6.0,0.0
47,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2653465346534653,1.0,0.4780701754385965,0.1450234892123133,0.4758542596416441,0.008285131257959,0.1192158247968915,0.2958325880879986,0.2469135802469136,0.1621226705178715,0.0025617626641572,0.1474869594474591,6.0,0.0
48,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1790364722772277,1.0,0.4605263157894736,0.0975757551533417,0.8215546526343834,0.1767801525077864,0.117184740374426,0.1581112502235736,0.2469135802469136,0.1075981901588407,0.0017406205468909,0.1001759380105357,6.0,0.0
49,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2653465346534653,1.0,0.4649122807017543,0.145653660935933,0.2758942250049957,0.0033754238458351,0.1162133521723772,0.3601323555714542,0.2469135802469136,0.1622255860465794,0.0025795310185281,0.1481153154378223,6.0,0.0
50,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0436435643564356,0.1875,0.0482456140350877,0.0189393874072708,0.3774728568573903,0.0662043358853583,0.1152419639703285,0.1539974959756752,0.4552469135802469,0.0882254960622099,0.0004065019698458,0.0,6.0,0.0
51,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1432112811881188,1.0,0.3508771929824561,0.0612056161805901,0.9555052288017052,0.0168464335578501,0.1143588837866478,0.0,0.2469135802469136,0.0822430408100271,0.0011297146836324,0.0639105934428666,0.0,0.0
52,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3861386138613861,1.0,0.3026315789473684,0.1369297021704326,0.8049690268434025,0.0037283090660815,0.1112681031437654,0.1470219996422822,0.2469135802469136,0.2262639568546766,0.0023977783860311,0.1394164935374204,6.0,0.0
53,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4396039603960395,1.0,0.9078947368421052,0.439979822393278,0.1364817158462664,0.0164014913236264,0.1072942423172024,0.1395993561080308,0.5509259259259259,0.3932305439342467,0.0541016550611733,0.4415934258329143,6.0,0.0
54,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1527982673267326,1.0,0.3201754385964911,0.0534865727579194,0.2774262306001466,0.0151433787992696,0.1018191451783821,0.0909497406546235,0.2469135802469136,0.0861780717813782,0.0009668154958496,0.0562137911384905,6.0,0.0
55,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2796039603960396,1.0,0.3289473684210526,0.1094925395789274,0.7888496636248586,1.0,0.1015542211232779,0.1011446968341978,0.2469135802469136,0.1640467813640546,0.0467931646904006,0.1120583862369853,6.0,0.0
56,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2495049504950494,1.0,0.293859649122807,0.0895588231924192,0.6161326850063279,0.0100188716878653,0.1007594489579653,0.2903773922375246,0.2469135802469136,0.1444792176381586,0.0016076969798409,0.0921821053567666,4.0,0.0
57,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6039603960396039,1.0,0.6754385964912281,0.2773390880425349,0.5489908745753681,0.1123095570523344,0.0995231367008124,0.1345913074584153,0.2469135802469136,0.367242932909108,0.0048624254644661,0.2794213132548632,9.0,0.0
58,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0594059405940594,0.0,0.0964912280701754,0.0491268945727253,0.641310863917938,0.0471025054850637,0.098993288590604,0.1363798962618494,0.4552469135802469,0.2136818866754323,0.0022411184677222,0.0,2.0,0.0
59,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7772277227722771,1.0,0.7280701754385965,0.6422456177401129,0.2643042696329848,0.2691133375270417,0.0988166725538678,0.0987301019495618,0.2469135802469136,0.5207390863756238,0.0970381373990221,0.6432764264945877,9.0,3.0
60,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4108910891089108,1.0,0.7017543859649122,0.1718908297457244,0.5517218410710719,0.0172913757920738,0.0975803602967149,0.0578608477910928,0.2469135802469136,0.2453881516698557,0.0470036722169941,0.1742768862825212,6.0,0.0
61,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.427659405940594,1.0,0.7807017543859649,0.3760120867589565,0.2624392193432358,0.0066281050063672,0.0959025079477216,0.2166875335360401,0.2469135802469136,0.2878114693216689,0.0065022682457263,0.3778100024115677,6.0,0.0
62,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.297029702970297,1.0,0.293859649122807,0.111856625658993,0.9297941783787383,0.0093437869186983,0.093871423525256,0.1015024145948846,0.2469135802469136,0.1738767270579075,0.0571956545387023,0.1144156606027897,2.0,0.0
63,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3039603960396039,1.0,0.7631578947368421,0.2631312445250521,0.0742689668953573,0.0136551237399696,0.0926351112681031,0.0744052942228581,0.2469135802469136,0.2023379895917399,0.0046474419402066,0.2652544072358604,6.0,0.0
64,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1996882415841584,1.0,0.7324561403508771,0.1665779116405351,0.2091520682075534,0.049097074121239,0.0919286471211586,0.1059738866034698,0.2469135802469136,0.1300593711414749,0.0,0.1689792764524117,3.0,0.0
65,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8168316831683168,1.0,0.8421052631578947,0.7320085822464174,0.3000732698328116,0.029105359252497,0.0905157188272695,0.1421033804328385,0.2469135802469136,0.5568619022792282,0.0126246192350167,0.7327807542191197,2.0,0.0
66,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2821782178217821,1.0,0.8333333333333334,0.2619759229979805,0.0,0.0026849962410052,0.0870717061109148,0.0856734036844929,0.2469135802469136,0.1903444867770607,0.0045438158124247,0.2641024145723987,6.0,0.0
67,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3762376237623762,1.0,0.8464912280701754,0.3560585916179638,0.1180310397655366,0.0583181183546343,0.0864535499823384,0.1345913074584153,0.2469135802469136,0.2566848266617274,0.0731841894741353,0.3579139998925906,6.0,0.0
68,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0402120722772277,1.0,0.293859649122807,0.0031105808899008,0.6672217411576634,0.0516439848412783,0.0864535499823384,0.1011446968341978,0.2469135802469136,0.0169350514454122,0.0001094584883769,0.0059829491722142,6.0,0.0
69,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0351485148514851,0.1875,0.0701754385964912,0.0153130672992013,0.1440085259441815,0.0069809902266136,0.0841575415047686,0.1756394204972277,0.4552469135802469,0.07398273546642,0.0003196947423846,0.0,6.0,0.0
70,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3267326732673267,1.0,0.8903508771929824,0.3224845401328601,0.0299740225138213,0.0828819982509167,0.0827446132108795,0.0783401895904131,0.2469135802469136,0.2243725881749482,0.0112343472327076,0.3244366863593058,6.0,0.0
71,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5949848831683168,1.0,0.6228070175438597,0.4014404519989065,0.3089988676480383,0.0006137134265154,0.0813316849169904,0.1650867465569666,0.2469135802469136,0.3826460892942185,0.0069386102000119,0.4031651001171391,2.0,0.0
72,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1386138613861386,0.1875,0.2719298245614034,0.1326368092427008,0.1551322187437556,0.0732006689476349,0.0804486047333097,0.0769093185476659,0.4552469135802469,0.2694178952016761,0.002324127878982,0.0,9.0,0.0
73,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1485148514851485,1.0,0.7894736842105263,0.1206504171669608,0.2812895490574835,0.0,0.0803602967149417,0.0671615095689501,1.0000000000000002,0.1559792899918632,0.0021182319863473,0.1231841142876002,6.0,0.0
74,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6135643564356436,1.0,0.9385964912280702,0.6202191235369563,0.3948577899154067,0.011967411817052,0.079477216531261,0.1084779109282776,0.2469135802469136,0.4284447140054598,0.010693022787711,0.6213133979096901,3.0,0.0
75,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0099009900990099,0.0,0.0657894736842105,0.0106924752149675,0.4534736561646572,0.2213971186154625,0.0792122924761568,0.0937220532999463,0.9135802469135804,0.0720879632293301,0.0002335656963879,0.0,5.0,0.0
76,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5693069306930693,1.0,0.8859649122807017,0.5438178158170573,0.2236062079531072,0.0392776592969912,0.0789473684210526,0.0733321409407977,0.2469135802469136,0.3919820970777959,0.0093757231109865,0.545132227638153,6.0,0.0
77,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0764356435643564,0.1875,0.219298245614035,0.0675027238698415,0.641310863917938,0.0168771192291759,0.0776227481455316,0.1363798962618494,0.4552469135802469,0.1535828704609118,0.0030284871480543,0.0,4.0,0.0
78,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2524752475247524,1.0,0.75,0.2169209987279491,0.2683674149070806,0.0206974853092348,0.076916283998587,0.0900554462529064,0.2469135802469136,0.1668889246577315,0.0038399990885241,0.2191773084476443,6.0,0.0
79,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2465346534653465,1.0,0.3157894736842105,0.0907886537875593,0.2728302138146939,0.0061524771008177,0.0743553514659131,0.0736004292613128,0.2469135802469136,0.1430703169107723,0.0486444644523047,0.0934083925296069,6.0,0.0
80,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1485148514851485,1.0,0.3070175438596491,0.0547310414629245,0.3287151135682408,0.0136244380686438,0.0741787354291769,0.145591128599535,0.2469135802469136,0.0840599186164221,0.0010038442038136,0.0574546741173678,6.0,0.0
81,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2732673267326732,1.0,0.5350877192982456,0.1438842191073797,0.1579297941783786,0.0158338064040996,0.0738255033557046,0.1421033804328385,0.5509259259259259,0.1955592110716222,0.0025655604803586,0.1463509719566768,6.0,0.0
82,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0188118811881188,0.1875,0.2017543859649122,0.0231256018979137,0.0848597881835742,0.035902235451156,0.0724125750618156,0.1376319084242533,0.4552469135802469,0.0510324251701437,0.3243708035826427,0.0,6.0,0.0
83,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2524752475247524,1.0,0.3684210526315789,0.0983432294850684,0.7082528475321389,0.0155729781978305,0.0722359590250794,0.4301556072258989,0.2469135802469136,0.1475235781065712,0.1031500443937586,0.1009412008892677,6.0,0.0
84,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6205940594059406,1.0,0.5394736842105263,0.4099212344274042,0.5204156397788583,0.1434861991193212,0.0711762628046626,0.2897513861563227,0.2469135802469136,0.3979099751390876,0.0072492173107717,0.4116214466052106,9.0,0.0
85,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2734316831683168,1.0,0.4868421052631579,0.1541759515041721,0.3987211083727436,0.1779768936894916,0.0711762628046626,0.1705419424074405,0.2469135802469136,0.1679991266199113,0.0053895080987074,0.1566130504669499,6.0,0.0
86,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7306930693069307,1.0,0.9385964912280702,0.7355299312377261,0.0792646373143277,0.0162634058026604,0.0695867184740374,0.1025755678769451,0.7021604938271606,0.7317181858096143,0.0126916235637133,0.7362919570176889,6.0,0.0
87,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3762376237623762,1.0,0.7456140350877193,0.3346803529084375,0.611403450343036,0.0550961228654279,0.0673790180148357,0.050527633697013,0.2469135802469136,0.2531934723892801,0.0181243996398585,0.3365973589627417,6.0,3.0
88,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4455445544554455,1.0,0.4824561403508772,0.2387776411239246,0.4764537400919203,0.005983705908526,0.0639350052984811,0.2171346807368986,0.2469135802469136,0.2750920693294629,0.083815633384866,0.2409709746246204,9.0,0.0
89,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1188118811881187,0.1875,0.2280701754385964,0.1002049171608341,0.3948577899154067,0.0429599398560842,0.0627870010596962,0.1084779109282776,0.4552469135802469,0.2290182330376976,0.0017707318039165,0.0,3.0,0.0
90,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9207920792079208,1.0,0.9210526315789472,0.9076017647838268,0.1551322187437556,0.1033339981895453,0.0617273048392794,0.0769093185476659,0.2469135802469136,0.6418798355027597,0.0156247583978532,0.9078679946736112,9.0,0.0
91,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2405940594059406,1.0,0.7412280701754386,0.2030526334786043,0.0117231732498501,0.0513678137993463,0.0585482161780289,0.1590949740654623,0.2469135802469136,0.1581850393528343,0.0035311552495721,0.2053489025475575,6.0,1.0
92,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5024752475247525,1.0,0.8640350877192983,0.4710315429086326,0.1651901685206154,0.0230295963299937,0.0584599081596608,0.0651940618851726,0.2469135802469136,0.3438757744657528,0.0696093593382468,0.472555676066601,6.0,0.0
93,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.201980198019802,1.0,0.6096491228070176,0.1412755234036876,0.0896556317857856,0.0704082728569894,0.0574885199576121,0.072616705419424,0.7021604938271606,0.1703091119295097,0.0024731921648881,0.1437497927685117,6.0,0.0
